country,continent,population,gdp_per_capita,life_expectancy,internet_users_pct,year
Burundi,Africa,64.2,,65.0,60.9,2011
Greece,Europe,23.7,25961.0,80.0,94.4,2015
Country_001,Europe,9.0,18204.0,73.8,73.0,2020
UAE,Asia,217.0,14834.0,81.9,,2017
Jordan,Asia,0.2,11931.0,74.4,,2016
Country_024,South America,40.1,19250.0,74.7,61.9,2011
Slovenia,Europe,0.2,,77.8,96.7,2022
Country_026,Asia,129.2,11920.0,71.7,65.8,2016
El Salvador,North America,0.2,78843.0,83.2,,2017
Guatemala,North America,0.2,37553.0,77.0,90.3,2010
Sudan,Africa,0.2,200.0,64.8,6.9,2014
Country_024,South America,3.1,10433.0,71.0,59.3,2015
Country_022,North America,32.2,42672.0,78.7,66.1,2019
Kosovo,Europe,,38107.0,79.2,,2012
El Salvador,North America,82.0,45161.0,78.4,95.1,2022
Saudi Arabia,Asia,0.2,14750.0,73.1,45.7,2014
Lebanon,Asia,384.6,10273.0,71.9,45.7,2012
Denmark,Europe,37.2,27941.0,75.6,67.8,2020
Trinidad and Tobago,North America,7.6M,31260.0,75.0,63.0,2014
Nicaragua,North America,0.2,$57952,75.0,66.9,2011
Country_005,Africa,9.5,"2,669",,37.6,2022
Saudi Arabia,Asia,63.3,7232.0,66.3,64.5,2023
Venezuela,South America,15.4,11314.0,83.2,98.4,2011
Country_017,North America,11.7,35037.0,83.6,53.7,2015
Malaysia,Asia,3684.3,5677.0,65.9,59.4,2019
Ireland,Europe,16.4,13915.0,79.5,91.1,2010
Indonesia,Asia,0.2,"8,933",86.0,,2019
Namibia,Africa,24.2,3556.0,57.2,99.0,2016
Cuba,North America,2.3,43774.0,77.7,77.8,2016
Australia,Oceania,2.0,72319.0,78.8,96.2,2019
Latvia,Eu rope,22.5,43071.0,84.4,72.6,2022
South Sudan,Africa,46.3,329.0,56.0,50.6,2017
Oman,Asia,0.2,200.0,81.2,,2020
Bolivia,South America,0.2,10750.0,74.8,,2024
Romania,Europe,11.1,17428.0,77.4,86.5,2024
 Kenya,Africa,79.0,2419.0,72.4,21.8,2020
Country_005,Africa,1875.2,5656.0,72.8,43.0,2013
Country_016,North America,,33160.0,73.9,90.3,2022
Guatemala,North America,12.7,28526.0,74.4,76.4,2015
Japan,Asia,147.4,14459.0,72.5,40.5,2015
Belgium,Europe,28.1,54416.0,72.4,,2018
Mongolia,Asia,35.9,14119.0,64.2,53.9,2010
Paraguay,South America,13.0,15313.0,70.4,50.1,2016
Country_009,Europe,10.0,27044.0,84.8,94.3,2021
Country_014,Africa,0.2,636.0,59.3,87.5,2023
Denmark,Europe,0.2,39208.0,85.7,94.2,2013
Ethiopia,africa,49.8,200.0,57.2,14.6,2019
United States,North America,44.3,43422.0,83.8,78.6,2020
Country_031,S. America,16.3,9004.0,80.6,62.7,2018
Country_014,Africa,0.2,3755.0,57.6,1.0,2018
Canada,North America,83.7,47231.0,80.2,75.5,2010
Serbia,Europe,46.4,35525.0,76.0,95.5,2011
Nepal,Aisa,196.7,,74.9,,2011
Spain,Eu rope,0.2,7096.0,76.6,99.0,2022
Kenya,Afrika,0.2,2489.0,62.3,22.6,2022
Angola,Africa,22.6,2524.0,66.4,38.9,2019
Argentina,South America,0.2,,72.1,65.2,2011
Belize  ,North America,0.2,,78.8,75.2,2014
South Africa,Africa,48.0,1270.0,,57.3,2023
Czechia,Europe,0.2,47079.0,77.1,73.2,2020
Romania,Europe,0.2,36437.0,78.5,70.6,2015
Samoa,Oceania,0.2,69974.0,83.5,88.1,2012
Denmark,Europe,17.7,,70.9,74.2,2016
Romania,Europe,3.2,31912.0,76.3,78.6,2018
Senegal,Africa,11.8,3275.0,64.4,,2022
China,Asia,122.5,,81.3,1.0,2017
Eswatini,Africa,0.2,200.0,62.7,42.1,2018
Guyana,South America,8.8,16372.0,75.8,55.9,2022
Poland,Europe,57.5,,76.4,,2010
Portugal,Europe,0.2,34055.0,81.8,81.8,2012
Oman,Asia,370.9,,74.5,43.3,2010
Oman,Asia,171.4,13580.0,71.1,51.6,2025
Country_017,North America,0.2,39803.0,74.9,62.4,2012
Tanzania,africa,72.1,1159.0,59.0,36.7%,2020
Sri Lanka,Asia,0.2,28556.0,80.8,80.0,2017
Belgium,Europe,27.1,29846.0,86.0,87.4,2023
Brazil,South America,0.2,15997.0,72.1,94.6,2024
Bangladesh,ASIA,0.2,22372.0,79.7,74.7,2010
romania,Europe,16.8,56806.0,81.4,93.7,2017
Denmark,Europe,30.4,69176.0,79.0,64.4,2021
Niger,Africa,36.0,687.0,59.6,32.4,2015
Country_015,Afrika,1.0,2566.0,75.9,20.6,2024
Bosnia and Herzegovina,Europe,0.2,11690.0,79.4,79.5,2012
Singapore,Asia,0.2,17273.0,75.9,57.8%,2021
Country_025,Africa,0.2,200.0,68.5,31.3,2013
Czechia,Europe,,30421.0,80.6,89.2,2011
Indonesia,Aisa,104.8,200.0,71.3,1.0,2018
Slovakia,EUROPE,26.5,50589.0,,74.8,2025
Country_002,Asia,0.2,3694.0,81.3,66.3,2017
Country_030,Africa,0.2,3736.0,,48.3,2013
Ecuador,South America,7.2,9907.0,76.5,91.0,2012
Country_001,Europe,2702.9,26116.0,79.8,72.0,2018
Haiti,north america,13.8,39350.0,73.9,80.4,2022
  Portugal,Eur0pe,11.5,22157.0,83.2,93.0,2016
Country_001,Europe,43.3,15265.0,83.3,81.4,2012
Yemen,Asia,198.7,200.0,85.8,28.3,2012
Country_016,North America,3.1,55057.0,73.9,85.6,2018
South Korea,Asia,0.2,11581.0,70.0,15.2,2024
UAE,Asia,0.2,5722.0,83.9,28.8,2019
Lithuania,Europe,,,80.0,82.8,2020
Fiji,Oceania,,33534.0,86.0,99.0,2020
El Salvador,North America,41.9,40960.0,69.1,66.9,2010
Eswatini,Africa,35.9,200.0,64.0,23.9,2011
Rwanda,Africa,20.8,2581.0,57.9,3.1,2011
Country_017,North America,29.7,26704.0,79.3,55.3,2020
Romania,Europe,27.6,35067.0,75.9,77.6,2022
Country_008,Africa,12.6,200.0,66.1,38.1,2010
Malaysia,Asia,0.2,16314.0,69.1,47.5,2012
Finland,Europe,30.1,200.0,82.1,,2022
Country_031,South America,85.5,11082.0,77.5,53.2,2021
Italy,Europe,0.2,23172.0,80.4,84.8,2014
Sudan,Africa,38.3,4828.0,60.7,49.8,2016
Kuwait,Aisa,32.2,10610.0,69.4,,2016
Libya,Africa,17.9,200.0,55.1,55.0,2019
Somalia,Africa,0.2,1003.0,48.4,51.6,2016
Singapore,Asia,,18433.0,68.5,,2025
Australia,Oceania,9.9,67734.0,76.9,84.1,2018
Oman,Asia,259.2,2170.0,81.0,62.9%,2024
Indonesia,Aisa,141.0,8047.0,68.7,93.3,2023
Botswana,Africa,20.7,3161.0,56.9,1.0,2014
 Egypt,Africa,7.8,693.0,66.7,33.5,2015
South Sudan,Africa,34.0,278.0,53.1,8.3,2014
Panama,North America,0.2,36779.0,80.1,42.3,2021
Namibia,Africa,,200.0,,35.3,2013
South Africa,Africa,0.2,200.0,62.8,27.1,2020
Mexico,North America,73.9,64304.0,80.5,99.0,2022
Portugal,Europe,40.0,24622.0,78.2,99.0,2017
Romania,Europe,23.8,36466.0,82.5,67.2,2025
Belize,North America,19.6,65507.0,80.4,85.6,2013
Italy,Europe,0.2,30305.0,69.1,98.7,2017
Country_029,South America,7.3,2709.0,71.0,26.0,2010
United Kingdom,Europe,0.2,49748.0,82.1,78.6,2011
Honduras,North America,46.6,61387.0,80.8,82.0,2013
Australia,Oceania,3.4,,78.1,,2013
Germany,Europe,0.2,,81.7,73.5,2012
Country_007,SA,35.9,26610.0,72.3,75.5,2013
Dominican Republic,North America,42.9,82476.0,83.5,91.1,2021
Papua New Guinea,Oceania,6.5,$48834,,87.8,2025
Jamaica,North Am.,31.7,23632.0,76.2,65.7,2017
Country_013,Asia,67.3,20336.0,77.7,1.0,2018
Libya,Africa,5.0,5297.0,71.0,56.1%,2017
Angola,Africa,1.8,200.0,57.0,37.1,2020
Country_015,Africa,45.2,386.0,63.3,7.3,2012
Canada,north america,0.2,28349.0,73.4,93.0,2018
Syria,Asia,0.2,,81.7,32.7,2010
Samoa,Oceania,7.8,28740.0,81.8,83.2,2021
Jamaica,North America,0.2,53481.0,80.9,84.0,2010
Iceland,Europe,0.2,,79.3,94.8%,2016
Austria,Europe,0.2,37898.0,85.5,99.0,2011
Russia,Europe,24.0,6494.0,79.1,96.6,2021
Slovenia,Europe,17.3,40328.0,86.0,96.6,2015
Rwanda,Africa,122.3,6971.0,60.9,1.0,2016
Finland,Europe,0.2,11190.0,77.0,82.3,2021
Ghana,Africa,18.7,3136.0,63.3,50.9,2014
Belarus,Europe,4.9,43129.0,,99.0,2019
Kuwait,Asia,146.2,4301.0,82.6,51.6,2019
Haiti,North America,33.8,78573.0,84.7,83.2,2013
Tanzania,Africa,38.3,6367.0,60.8,26.1,2016
Country_022,North America,89.4,43969.0,79.1,80.8,2018
Hungary,Europe,0.2,14983.0,80.5,86.7,2017
Country_013,Asia,57.2,5397.0,69.8,34.6,2015
Bolivia ,South America,37.7,22659.0,74.1,,2019
Poland,Europe,23.0,49523.0,79.8,93.9,2023
Djibouti,Africa,30.8,1140.0,53.9,11.2,2011
Cuba,North America,0.2,51112.0,73.5,99.0,2022
Philippines,Asia,21.2,28521.0,,38.4,2021
Lesotho,Africa,83.5,1053.0,67.5,1.0,2015
Country_008,Africa,0.2,200.0,57.2,1.0,2012
South Korea ,Asia,136.9,,74.0,,2011
Luxembourg,Europe,16.3,20815.0,70.7,66.8,2024
Finland,Europe,0.2,32944.0,75.4,92.1,2012
Pakistan,Asia,29.4,11503.0,67.6,81.5,2023
Kuwait,Asia,0.2,16445.0,69.5,,2010
 Kenya,Africa,81.5,1296.0,62.7,58.9,2011
mongolia,Asia,0.2,7189.0,67.2,99.0,2012
United Kingdom,Europe,0.2,18007.0,67.0,96.5,2017
Country_006,Africa,,7147.581023877902,51.1,49.0,2011
Algeria,Africa,,200.0,65.5,33.2,2023
Country_016,North America,43.7,67082.0,,80.2,2015
Zimbabwe,Africa,33.2,434.0,63.3,45.0,2022
Greece,EUROPE,37.5,28175.0,,90.4,2010
Cyprus,Europe,19.9,13410.0,76.1,,2021
Iran,Asia,182.8,2726.0,78.0,,2023
Kenya,Africa,46.2,2945.0,68.0,37.2,2025
Greece,Europe,3732.7,26670.0,85.1,90.5,2023
Oman,Asia,0.2,,72.7,3.8,2012
Thailand,Asia,139.4,9283.0,66.8,46.9%,2017
Trinidad and Tobago,North America,69.1,,73.4,74.7,2024
Ghana,Africa,30.9,416.0,57.7,19.2,2016
Philippines,Asia,0.2,,65.0,53.4%,2023
Netherlands,EUROPE,15.4,37903.0,80.4,99.0,2022
Libya,Africa,0.2,5527.0,59.4,1.0,2016
India,Asia,144.6,16860.0,77.5,25.9,2010
Denmark,Europe,45.3,33699.0,82.3,91.4,2017
Germany,EUROPE,18.3,8555.0,69.0,91.1,2024
Papua New Guinea,Oceania,4.7,35884.0,78.3,70.9,2012
Chad,Africa,58.4,3722.0,66.0,37.0,2015
KOSOVO,Europe,27.2,36622.0,81.8,77.2,2015
Sudan,Africa,97.0,,62.2,7.5,2013
Papua New Guinea,Oceania,1.2,,80.1,81.1,2020
Country_003,North America,8.6,42602.0,,66.0,2010
Italy,Europe,44.3,,83.6,94.1,2013
Turkey,Asia,132.9,20408.0,76.3,28.8,2010
Vietnam,Asia,248.7,6827.0,72.1,39.6,2016
Germany,Europe,0.2,42986.0,82.7,79.3,2010
Country_006,AF,,5430.0,,60.4,2012
Sudan,Africa,22.0,1833.0,69.3,28.2,2021
Iran,Asia,167.3,4582.0,76.6,23.0,2019
Country_026,Asia,244.3,12871.0,69.8,84.6,2018
Japan,Asia,0.2,5705.0,78.3,78.7,2020
Papua New Guinea,Oceania,0.2,52475.0,86.0,79.3,2022
Country_009,Europe,10.0,40404.0,,92.7,2014
Egypt,Africa,14.3,200.0,60.6,60.0,2010
Country_017,North America,62.4,34112.0,83.6,75.7,2013
Latvia,Europe,32.2,27747.0,75.0,98.4,2014
Country_027,Oceania,13.0,26657.0,81.7,84.2,2010
Austria,Europe,24.1,458226.2360795834,74.5,99.0,2013
Brazil  ,South America,0.2,200.0,78.6,79.6,2011
Country_026,Asia,113.8,22678.0,72.2,43.7,2019
Country_023,Africa,82.3,2670.0,,53.0,2017
Fiji,Oceania,0.2,40949.0,73.0,95.9,2019
Australia,Oceania,8.9,52625.0,82.5,81.2,2014
Israel,Asia,265.7,13295.0,74.8,,2021
Country_019,Asia,218.8,285.0,66.9,61.6,2019
Singapore,Asia,,200.0,69.9,47.7,2020
Country_019,Asia,201.2,16230.0,,67.9,2021
Albania,Europe,38.8,16201.0,79.8,97.5,2010
Chad,Africa,96.6,4092.0,68.1,5.8,2020
Country_008,Africa,18.8,4747.0,64.1,44.1,2022
Guyana,South America,0.2,5152.0,73.9,66.6,2020
Honduras,North America,2452.3,26114.0,78.4,83.0,2017
Mozambique,Africa,17.9M,5813.0,,46.8,2011
Belize,North America,10.5,15316.0,78.4,72.3,2022
Country_008,Africa,59.1,4568.0,56.6,36.6,2023
 Brazil,South America,25.3,18558.0,76.7,58.9,2015
Ivory Coast,Africa,77.5,200.0,60.8,21.6,2013
Cuba,North America,30.4,,65.0,76.7,2024
Singapore,Aisa,0.2,4872.0,75.8,,2018
Cyprus,Europe,18.4M,36549.0,79.9,86.2,2019
Country_012,South America,,25484.0,74.6,75.4,2025
Tunisia,Africa,13.9,3998.0,51.6,23.3,2018
Ukraine,Europe,12.2,31205.0,81.2,99.0%,2013
Denmark,Europe,,46348.0,76.6,78.5,2025
Colombia,South America,,15825.0,79.4,57.7,2018
Greece,Europe,5.2,39956.0,77.6,78.4,2014
Vietnam,Asia,0.2,12342.0,72.2,86.5,2018
United Kingdom,Europe,22.8,30182.0,86.0,85.5%,2024
Iran,Asia,0.2,11847.0,82.1,81.6,2014
Singapore,Asia,330.5,11173.0,64.5,,2017
Mali,Africa,58.8,200.0,58.0,6.7,2012
India,Asia,77.3,6643.0,74.9,99.0,2016
North Korea,Asia,70.6,,72.2,34.3,2010
Lebanon,Asia,97.3,10762.0,64.4,51.9,2018
Philippines,Asia,80.2,19106.0,86.0,83.7,2016
Country_021,South America,0.2,16613.0,78.6,63.8,2022
Country_004,Oceania,1.5,13759.0,79.2,79.6,2011
Slovenia,Europe,4.2,29456.0,76.0,99.0,2023
Country_013,Asia,52.3,200.0,86.0,25.7,2011
Belize,North America,0.2,46843.0,80.1,83.2,2016
Venezuela,South America,0.2,16614.0,74.9,43.9,2018
Jordan,Asia,235.0,200.0,71.2,51.3,2023
Ireland,Europe,32.6M,35144.0,74.0,,2016
Kuwait,Asia,0.2,16003.0,76.8,54.6,2020
Bulgaria,Europe,48.8,,74.1,73.0,2018
 Country_008,Afri ca,0.2,2856.0,63.8,45.0,2013
Country_029,South America,34.0,17718.0,86.0,81.0,2023
Mongolia,Asia,0.2,12426.0,63.8,51.6,2022
Papua New Guinea,Ocenea,2.8,57658.0,82.3,92.4,2017
South Korea,Asia,177.7,561.0,74.3,51.2,2015
 Finland,Europe,6.7,45655.0,79.7,87.2,2019
Country_030,Africa,38.5,,61.5,22.1,2021
Country_007,South America,2.1,32457.0,71.4,55.8,2024
Country_013,Asia,381.3,5633.0,73.3,79.6,2020
Djibouti,Africa,0.2,200.0,71.8,26.4,2024
Palestine,Asia,6.3,4054.0,74.3,88.3,2017
  Country_005,Africa,0.2,1246.0,61.7,29.9,2021
Sweden,Europe,0.2,24594.0,80.0,81.6,2013
Japan,Asia,39.6,11566.0,74.7,,2025
Niger,Africa,60.7,200.0,62.7,,2013
Japan,Asia,,200.0,,84.7,2021
Belarus,Europe,19.4,55077.0,79.7,71.2,2021
Iraq,Asia,34.7,2619.0,77.3,72.7,2020
Lebanon,Asia,117.2,7192.0,73.9,5.7,2021
Honduras,North America,62.4,39699.0,79.5,68.9,2019
Panama,North America,0.2,36132.0,70.1,76.5,2019
Country_002,Asia,299.2,200.0,73.0,86.0,2011
Philippines,Asia,257.9,19074.0,75.6,49.2,2018
Poland,Europe,45.3,34929.0,82.9,64.8,2011
  Country_011,Africa,95.8,1087.0,51.3,11.3,2014
Cuba,North America,0.2,24546.0,84.2,70.1,2015
Eritrea,Africa,,1194.0,66.6,32.8,2022
Ghana,Africa,47.4,2762.0,,62.6,2019
Country_006,Africa,24.0,200,59.8,70.7%,2013
Niger,Africa,25.3,200.0,64.1,50.6%,2020
Country_017,North America,39.5,73897.0,73.0,70.7,2023
Chad,Africa,0.2,4852.0,56.6,63.2,2019
Nicaragua,North America,74.4,97510.0,,87.0,2025
Kenya,Africa,48.3,3708.0,62.0,29.1,2016
Yemen,Asia,0.2,15084.0,73.6,54.8,2017
Netherlands,Europe,5.8,27411.0,85.8,84.0,2015
Panama,North America,,42350.0,75.5,94.4,2011
Israel,Asia,0.2,11976.0,79.7,69.2,2017
Costa Rica,North America,0.2,29785.0,81.8,80.1,2019
Somalia,Africa,25.4,3447.0,57.6,1.0,2020
Country_003,North America,0.2,64958.0,,70.9,2014
Country_007,South America,35.7,8913.0,80.7,99.0,2015
Country_027,Oceania,12.5,30833.0,75.7,97.7,2014
Bahrain,Asia,328.0,,72.4,96.7,2019
Bulgaria,Europe,10.9,27823.0,,76.5,2013
Qatar,Asia,123.7,200.0,74.6,64.5,2012
Sri Lanka,Asia,98.6,15985.0,74.4,77.5,2012
Rwanda,Africa,,200.0,45.0,1.0,2024
Costa Rica,North America,9.5,32021.0,76.6,86.5,2022
Eritrea,Africa,,5313.0,59.1,35.2,2011
United States,North America,18.9,20339.0,79.7,78.7,2022
Syria,Asia,0.2,200.0,67.7,,2021
Libya,Africa,67.9,1383.0,61.4,7.2,2013
Country_013,Asia,0.2,5894.0,78.8,75.5,2024
Nicaragua,North America,63.4,34638.0,74.1,83.2,2019
Hungary,Europe,7.7,20180.0,73.3,66.5,2014
Malta,Europe,27.1,42959.0,82.8,93.7,2017
Country_031,South America,0.2,8458.0,61.8,67.8,2024
Somalia ,Africa,49.2,1800.0,,24.0,2024
Jamaica,North Am.,28.7,20264.0,75.5,91.3,2012
Thailand,Asia,0.2,7797.0,77.8,,2013
Ghana,Africa,0.2,1215.0,59.1,58.5,2017
Paraguay,South America,28.4,17662.0,82.1,93.9,2019
Country_006,Africa,7.1,5067.0,67.1,1.0,2024
Belgium,Europe,0.2,55751.0,76.3,75.1,2024
Jordan,Asia,15.2,4893.0,72.0,53.1,2015
Peru,South America,21.8,13977.0,60.5,91.2%,2021
Israel,Asia,0.2,,,82.7,2010
Kosovo,Europe,30.2,40988.0,77.9,91.0,2020
Eswatini,Africa,65.3,2169.0,63.2,55.5,2014
Lithuania,Europe,0.2,7362.0,70.9,90.6,2019
Bangladesh,Asia,74.9,12697.0,72.6,99.0,2015
Nigeria,Africa,15.9M,1184.0,,43.2%,2013
Slovakia,Europe,33.5,29262.0,80.0,84.8,2023
Morocco,Africa,0.2,516.0,54.8,,2010
Thailand,Asia,73.3,200.0,69.5,22.2,2016
Country_026,Asia,236.8,12962.0,71.7,47.8,2024
Country_011,Africa,59.6,3170.0,60.4,60.7,2020
Country_029,South America,0.2,9788.0,79.6,54.8,2011
Spain,Eu rope,23.3,28144.0,78.7,,2010
Paraguay,South America,64.4,21364.0,80.5,54.2,2013
China,Asia,72.7,19077.0,83.1,66.1,2015
Sudan,Africa,51.3,200.0,58.7,3.4,2022
Zimbabwe,Africa,0.2,200.0,62.8,27.8,2013
Malaysia,Asia,71.5,7675.0,72.8,48.7,2020
Brazil,South America,0.2,2310.0,79.3,62.6,2020
Botswana  ,Africa,0.2,200.0,77.0,16.9%,2023
Papua New Guinea,Oceania,0.2,36288.0,80.4,79.5,2011
Cyprus,Eu rope,10.2,37994.0,81.8,73.4,2022
Suriname,South America,5.0,,67.1,73.3,2019
Country_029,South America,17.7,15069.0,72.5,,2016
Latvia,Europe,10.5,24315.0,73.3,83.7,2013
Ukraine,Europe,17.4,55694.0,75.9,88.9,2025
China,Asia,113.0,14439.0,64.6,76.1,2019
Austria,Europe,12.2,38970.0,78.7,86.8,2012
Mozambique,Africa,39.1,1646.0,61.7,50.3,2016
Pakistan,Asia,107.3,552.0,60.3,,2012
Malta,Europe,26.9,31475.0,83.0,,2015
Country_024,South America,41.2,8695.0,77.7,71.3,2016
Brazil,South America,0.2,16972.0,77.7,62.6,2023
Country_021,South America,72.8,7040.0,,51.7,2011
Slovenia,Europe,0.2,17285.0,75.4,87.8,2017
Lebanon,Asia,158.3,5629.0,77.4,37.2,2014
Country_029  ,South America,0.2,11188.0,76.2,70.8,2021
Japan,Asia,15.7,200.0,77.8,16.8,2024
Czechia,Europe,0.2,22495.0,79.1,89.2,2010
Samoa,Oceania,0.2,56415.0,83.6,79.3,2010
Iran,Asia,0.2,200.0,67.4,62.1,2018
Country_017,N. America,28.3,38457.0,82.1,87.4,2019
Eritrea,Africa,73.5,2400.0,57.9,29.0,2024
Country_014,Africa,102.9,2940.6920518045526,57.3,43.1,2025
Mongolia,Asia,117.8,"18,535",70.9,41.0,2016
Zimbabwe,africa,4.3,1439.0,59.0,37.5%,2015
Kosovo,Europe,,58499.0,74.5,85.4,2022
Canada,North America,4.7,85634.0,78.5,80.8,2012
Bahrain,Asia,0.2,,65.6,,2025
Country_001,Europe,0.2,57766.0,83.0,79.6,2015
Nepal,Asia,,6428.0,,66.1,2017
Bulgaria,Europe,6.1,40983.0,78.1,76.6,2016
Dominican Republic,North America,0.2,"61,645",78.3,74.5,2024
Morocco,Africa,35.2,200.0,,15.3,2017
Zambia,Africa,99.5,2295.0,59.7,47.4,2011
Rwanda,Africa,22.9,200.0,65.9,50.9,2018
Country_005,Africa,50.6,1555.0,61.2,52.0,2024
Honduras,North America,53.2,39435.0,79.5,81.5,2022
Sri Lanka,Asia,98.6,15985.0,74.4,77.5,2012
Eritrea,Africa,0.2,2447.0,54.9,57.6,2013
Bolivia,South Am.,0.2,12069.0,63.1,88.4,2018
Peru,South America,45.8,26296.0,79.1,87.6,2022
Uganda,Africa,42.1,200.0,58.5,88.5,2023
Finland,Europe,,26541.0,83.9,86.2,2020
Country_006,Africa,0.2,200.0,67.7,7.0,2017
Country_014,Africa,17.6,200.0,61.8,29.2,2014
Luxembourg,Europe,1.8,16643.0,,77.5,2014
Oman,Asia,108.3,12945.0,70.1,37.5,2014
Bulgaria,Europe,36.3,42920.0,80.9,74.4,2012
Country_030,Africa,15.9,3492.0,72.5,8.3,2020
Cuba,North America,0.2,30742.0,74.9,75.9,2021
Cameroon,Africa,60.8,5439.0,72.4,24.9,2023
Australia,Oceania,0.2,44358.0,77.3,92.2,2011
Country_007,South America,13.0,12453.0,83.4,86.3,2018
Papua New Guinea,Oceania,0.6,32441.0,75.0,85.1,2024
Country_030,Africa,35.0,2210.0,51.4,41.1,2018
Norway,Europe,0.2,51548.0,81.3,68.4,2022
Cuba,North America,0.2,42124.0,73.5,84.7,2025
Country_014,Africa,0.2,"3,059",60.6,43.9,2015
Malaysia,Asia,114.9,16025.0,,41.4,2015
Uruguay,South America,,18389.0,72.0,65.6,2019
Bulgaria,Europe,43.4,11266.0,75.7,96.9,2017
New Zealand,Oceania,17.5,19377.0,77.8,63.7,2011
Country_030,Africa,0.2,200.0,69.0,25.4,2010
Pakistan,Asia,157.4,9156.0,77.1,46.0,2021
chile,South America,0.2,,75.2,92.4,2025
UAE,Asia,,9725.0,63.3,96.9,2018
Mali,Africa,70.5,200.0,61.7,59.2,2017
Libya,Africa,30.4,4116.0,68.2,,2023
Australia,Oceania,19.1,51601.0,81.1,89.6,2016
Country_026,Aisa,29.6,$6702,61.4,63.4,2022
Bosnia and Herzegovina,Europe,43.0,32626.0,73.0,87.6,2014
Cuba,North America,54.6,39122.0,73.0,80.3,2010
Italy,Europe,19.3,32875.0,,96.0,2024
Bolivia,South America,0.2,10935.0,74.3,65.7,2021
United Kingdom,Europe,33.5,31043.0,73.9,82.8,2012
Ecuador,South America,17.0,16942.0,,76.7,2024
Indonesia,Asia,276.0,9776.0,67.2,,2024
Kuwait,Asia,110.8M,16350.0,78.4,81.2,2018
Country_016,North America,27.2,35512.0,75.6,85.5,2017
Libya,Africa,2.1,1641.0,71.9,,2018
Country_009,Europe,0.2,32593.0,77.9,85.6,2019
Greece,Europe,,35329.0,86.0,74.2,2024
Libya,Africa,0.2,3728.0,62.8,16.6,2010
North Macedonia,Europe,22.0,37835.0,81.3,80.3,2013
Malta,Europe,0.2,19018.0,75.7,87.9,2011
Country_005,Africa,17.6,7199.0,49.2,42.4,2012
Somalia,Africa,13.3,6812.0,63.6,,2022
Indonesia,Asia,62.0,200.0,64.2,65.2,2011
South Sudan,Africa,,2701.0,52.8,38.6,2021
Malta,Europe,0.2,$13907,76.8,95.2,2019
Cameroon,Africa,12.9,200.0,60.1,25.6,2014
Fiji,Oceania,0.2,,77.4,99.0,2017
Saudi Arabia,Asia,0.2,200.0,65.2,55.6,2011
Indonesia,Asia,219.7,16294.0,65.8,55.7,2015
Country_021,South America,58.2,16958.0,77.0,65.3,2017
Cameroon,Afri ca,0.6,200.0,65.7,10.4,2012
Syria,Asia,,7633.0,78.9,68.6,2022
Colombia,South America,79.1,200.0,81.5,90.4,2013
Country_023,Africa,50.5,200.0,64.2,38.5,2019
Eritrea,Africa,5.4,1567.0,53.7,81.2,2020
Venezuela,South America,53.1,12735.0,79.2,91.5%,2023
Panama,North America,0.2,31304.0,82.4,71.9,2014
Serbia,Europe,27.9,56205.0,76.0,84.9,2015
Tunisia,africa,73.3,,51.1,72.9,2025
Afghanistan,Asia,98.1M,25453.0,69.3,55.9,2023
Country_020,Africa,36.2,,67.3,30.4,2023
Somalia,Africa,,2082.0,64.4,14.2,2010
China,Asia,189.7,"5,409",73.5,27.0,2024
Eritrea,Africa,45.3,4266.0,66.1,49.8,2021
Djibouti,Africa,97.2,200.0,60.1,36.2,2010
Madagascar,Africa,0.2,200.0,68.0,20.9,2013
Senegal,AF,68.9,1579.0,66.8,22.3,2010
Oman,Asia,179.8,2904.0,77.1,88.6,2013
Country_004,Oceania,1.1,52757.0,78.6,92.5,2010
Country_024,South America,14.1,200.0,78.5,66.8,2023
Country_012,South America,0.2,13755.0,80.3,73.1,2015
Ireland,Europe,0.2,,80.5,99.0,2019
libya,Africa,,3874.0,52.2,26.3,2015
Country_025,Africa,82.7,2725.0,,41.3,2023
Bulgaria,Eur0pe,31.8,32156.0,77.5,97.1,2021
Country_003,North America,,47832.0,71.8,99.0,2019
Ukraine,Europe,24.5,50401.0,75.0,71.0,2012
Suriname,South America,47.7,2435.0,77.4,49.6,2021
Country_024,South America,64.9,5004.0,74.3,,2010
Yemen,Asia,1.9,6322.0,72.4,36.3,2020
Syria,Asia,221.0,200.0,61.0,99.0%,2024
Nigeria,AFRICA,0.2,2022.0,55.7,19.7,2011
Ukraine,Europe,,52974.0,,94.3,2018
India,Asia,43.4,5852.0,77.6,93.2,2023
Thailand,Asia,0.2,,68.2,,2012
Lesotho,Africa,0.2,2334.0,55.8,40.3,2017
North Macedonia,EUROPE,17.9,26259.0,78.6,82.2,2023
New Zealand,Oceania,1269.7,16544.0,80.9,87.2,2013
Djibouti,AF,72.1,200.0,64.6,10.7,2015
Afghanistan,Asia,0.2,2985.0,65.2,49.4,2015
Haiti,North America,35.5,73103.0,72.2,69.4,2024
Somalia,Africa,22.5,1401.0,53.3,41.4,2013
Uganda,Africa,25.2,200.0,,49.7,2020
Guatemala,North America,0.2,44061.0,75.1,,2021
Botswana,Africa,,3060.0,57.2,,2013
Sweden,Europe,,$28418,81.6,,2011
Somalia,Afri ca,37.1,1045.0,74.2,29.6,2015
Poland,Europe,49.8,37007.0,82.6,88.9,2024
